Loading inputs..
UserId:ItemId,Prediction
36189:1533053,6.39134
36189:1414382,6.73784
36189:1412386,7.42154
36189:1392190,6.65116
36189:1311060,6.21952
36189:1245492,6.79208
36189:1014763,6.65116
36189:970416,6.80754
36189:884732,6.87198
36189:822832,7.32832
36189:369610,6.65116
36189:337909,7.51143
36189:322259,7.39811
36189:306841,8.51997
36189:232500,7.72309
36189:120791,7.7405
36187:3235888,6.79106
36187:2802144,8.5049
36187:2582802,9.10391
36187:2402101,8.2
36187:2395427,8.2
36187:2179136,8.81698
36187:2096673,8.2
36187:1392190,8.2
36187:478970,8.2
36187:369610,8.2
36159:3698408,7.87708
36159:3475504,7.46504
36159:3322940,8.04028
36159:3042408,3.78959
36159:2918436,7.61765
36159:2802144,7.25759
36159:2788710,8.90672
36159:2562232,9.03746
36159:2395427,7.61765
36159:2179136,8.92169
36159:2084970,9.02676
36159:1951265,9.24182
36159:1850397,8.85424
36159:1447791,7.0285
36159:1392190,7.61765
36159:458481,8.7856
36159:369610,7.61765
36126:2980516,8.2451
36126:2788710,6.7621
36126:2338151,8.80189
36126:1921064,5.81638
36126:1891757,8
36057:1924435,6.8
36057:1282140,7.12903
36057:1229340,6.74863
36057:1156398,7.74306
36049:2446042,7.72609
36049:2238050,9.27639
36049:2199571,8.51429
36049:2179136,7.98088
36049:2170593,8.52538
36049:2106361,8.13998
36049:2096672,6.58988
36049:2034031,9.20995
36049:2027231,6.50055
36049:1924435,7.65573
36049:1666801,8.51429
36049:1086772,8.86681
36048:4114744,7.62558
36048:3630276,7.49954
36048:3316960,7.51573
36048:3011894,7.84012
36048:2980516,7.56735
36048:2872718,7.57538
36048:2764784,7.65385
36048:2582802,7.51233
36048:2562232,7.85306
36048:2431286,7.73886
36048:2179136,7.53325
36048:2171815,7.65385
36048:2125608,7.53121
36048:2084970,7.49634
36048:1726592,7.84907
36048:1065073,7.85337
36048:124315,7.79575
36048:116282,7.97195
36048:112818,8.22186
36048:100157,8.03098
36046:3612616,5.63274
36046:3345474,6.29167
36046:3345472,6.29167
36046:3086442,6.29167
36046:3038664,6.29167
36046:2802144,5.70039
36046:2582802,4.94876
36046:2562232,5.42327
36046:2466684,6.29167
36046:2402101,6.29167
36046:2395427,6.29167
36046:2381249,6.29167
36046:2139555,7
36046:2096673,6.29167
36046:2084970,5.7576
36046:1392190,6.29167
36046:1109624,6.93326
36046:478970,6.29167
36046:369610,6.29167
36046:206634,5.31635
36046:52618,6.23489
36032:4365412,7.8125
36032:3630276,7.91416
36032:1126590,7.88033
36032:112697,8.28712
36032:111507,8.04349
36032:111495,8.21031
36032:108394,8.20926
36032:35140,7.74212
36032:32138,8.15047
36032:10323,7.79753
36030:2820852,8
36030:2582802,8
36030:2395427,8
36030:1392190,8
36021:2820852,6.32
36021:2802144,6.02378
36021:2562232,6.4601
36021:1617661,6.32
36021:1319694,6.23233
36016:4322280,6
36016:1990352,8.6
36016:70337,10
36016:54494,7
35994:3316960,7.80952
35994:2980516,8.2451
35994:2952602,6.5
35994:2908446,6
35994:2820852,6
35994:2802144,6.75
35994:2493486,6
35994:2436386,6
35994:2395427,6
35994:2343793,6.49091
35994:2290553,4.5
35994:2224026,6
35994:2199571,6
35994:2194499,7.91003
35994:2183034,6.43333
35994:2084970,8.44318
35994:2039393,6.84848
35994:1972779,7.1
35994:1823672,6
35994:1809398,7.62658
35994:1790885,7.47402
35994:1600195,5.66667
35994:1392190,6
35994:1121096,5.11765
35994:1109624,7.57447
35994:1014763,6
35994:970452,6.375
35994:970416,5.61905
35994:800080,7.03947
35994:470752,6
35938:2975578,7.9982
35938:2802144,7.7725
35938:2395427,7.64
35938:829150,7.566
35929:2872718,7.82812
35929:2802144,8
35929:2562232,7.79019
35929:1924396,7.68959
35929:816692,7.7735
35929:499549,7.78731
35929:443706,7.84518
35898:2582802,7.31126
35898:2084970,7.62724
35898:1065073,7.58643
35891:3079380,7.8
35891:2562232,7.07657
35891:2084970,7.33723
35860:3399024,8.32945
35860:2980516,9.20392
35860:2872718,8.75184
35860:2582802,8.85314
35860:2562232,9.00508
35860:2377322,8.01829
35860:2305051,8.95868
35860:2170593,8.24055
35860:2096672,8.19182
35860:2084970,9.38942
35860:1951265,9.17949
35860:1809398,8.1951
35860:1675192,7.96027
35860:338013,9
35860:110413,9.42039
35852:3007512,7.57568
35852:2935476,7
35852:2802144,7.25105
35852:2725962,8.28344
35852:2582802,7.74099
35852:2562232,7.87685
35852:2404181,8.32506
35852:2267998,7.45916
35852:1980929,7.66478
35852:1839654,7.16537
35852:1808339,7
35852:1700845,7.99461
35852:1617661,7
35852:1489881,7
35852:1226753,7.39639
35852:1073241,7.45168
35852:974613,6.80865
35852:944835,6.85675
35852:790724,6.81858
35852:462373,7
35852:312549,7.24654
35852:278731,7.0586
35852:146309,7.07843
35852:115751,7.13905
35852:69528,7
35846:1798684,8
35846:158371,7.88935
35846:113819,5
35846:107507,5
35846:73312,8.47122
35846:69097,7.7702
35839:3205376,8.5
35839:419294,10
35839:406280,8.5
35839:352520,8.5
35839:280707,8.5
35839:254686,8.76519
35839:120255,7.46498
35839:118789,8.5
35839:114671,8.5
35839:113725,9.05457
35839:108122,10
35839:100469,8.5
35839:95037,8.5
35839:88184,8.5
35839:86541,10
35839:72226,7
35839:70510,8.5
35839:70077,8.5
35839:66026,10
35839:64099,8.5
35839:61184,10
35839:53084,8.5
35826:3169706,7.88275
35826:2872718,8.06526
35826:2562232,7.8633
35826:2404311,8.0977
35826:2322441,7.68889
35826:2245084,7.9666
35826:1843866,7.8782
35826:1785612,8
35826:1764234,7.89751
35826:1605717,7.91501
35826:1560747,7.81271
35826:1535108,7.89434
35826:1428538,7.60504
35826:1409024,7.57971
35826:1341167,8.01882
35826:1282140,7.70248
35826:1126590,7.81068
35826:1055369,7.41449
35826:898367,7.38785
35826:816692,8.12651
35826:783233,7.88783
35826:462538,7.82913
35826:461770,7.59307
35826:386117,8
35826:259446,7.35434
35826:246464,7.72124
35826:180093,8.17922
35826:120912,7.5263
35826:120338,7.82127
35826:119654,8
35826:88847,7.46841
35826:86879,8
35826:49845,7.68889
35826:48652,7.68889
35826:31385,7.97153
35818:3168230,6
35818:2802144,6.75
35818:2387433,6.38356
35818:1392190,6
35818:1235166,8.21739
35818:970179,7.66912
35818:844479,6.65625
35818:482571,8.82759
35791:2980516,8.95183
35791:2713180,8.06005
35791:2515030,7.68675
35791:2179136,8.89757
35791:2084970,9.01971
35759:3079380,6
35759:2820852,6
35759:2802144,6.75
35759:2395427,6
35759:2302755,7.07085
35759:2231253,6
35759:2223990,6.93007
35759:2126355,6
35759:2088003,6
35759:1723121,7.43482
35759:1674771,6
35759:1655441,6
35759:1392190,6
35759:1386932,7.41667
35759:1220719,8.44595
35759:884732,8
35759:471042,6.37705
35759:369610,6
35747:2084970,9
35747:1872194,9
35747:404032,9
35747:383216,9
35747:362227,9
35747:278504,9
35730:2126355,7.28571
35730:1340138,7.28571
35730:800369,7.85524
35722:3663040,10
35722:3488462,10
35722:2820852,10
35722:2760634,10
35722:2403029,10
35722:2395427,10
35722:2278388,10
35722:1913166,10
35722:1790885,10
35722:1392214,10
35722:1270850,10
35722:1217613,10
35722:884328,10
35711:2872732,10
35711:2713180,10
35711:2562232,10
35711:2338151,10
35711:2084970,10
35711:1065073,10
35711:174856,10
35691:3863552,6
35691:2372222,7.85185
35691:1185420,7.33333
35691:1084972,8
35691:456165,3
35691:347304,8.28571
35669:2802144,6.52217
35669:2381249,7.16667
35669:2179136,8.02413
35669:2126355,7.16667
35669:470752,7.16667
35654:3472226,6
35654:2802144,6.75
35654:2273657,6
35654:1392190,6
35654:470752,6
35630:2870708,6.83426
35630:2179136,7.1708
35630:1100089,6.75661
35630:1020072,7.00028
35630:119008,7.01357
35627:2226417,6.88115
35627:2109248,6.36732
35627:1872181,7.33277
35627:1399103,7.22472
35627:1250777,7.85427
35627:1133985,5.77778
35627:1055369,6.67089
35627:948470,7.30449
35627:800369,7.27948
35627:486576,5.51163
35627:430304,4.75
35627:418279,7.91954
35627:371746,8.15517
35627:316654,7.52727
35627:158983,7.7
35627:145487,7.71429
35627:121766,7.83333
35627:121765,6.57303
35627:120915,6.54348
35627:120667,5.80952
35627:86190,8.57955
35627:80684,8.84536
35627:76759,8.75781
35626:2820852,8.5
35626:2126355,8.5
35626:2084970,8.58129
35587:3235888,6.09163
35587:3195644,6.48352
35587:2820852,6.48352
35587:2755016,8.32691
35587:2561546,6.11256
35587:2381941,6.48352
35587:2293640,6.48352
35587:2179136,6.5517
35587:1924435,7.43034
35587:1814643,6.22291
35587:1780798,6.48352
35587:1622547,7.25182
35587:1392190,6.48352
35587:1340138,6.48352
35587:1213663,7.36318
35587:1156398,6.42642
35587:1083462,7.5648
35587:1029360,6.48352
35587:1014763,6.48352
35587:942385,8.12651
35587:425112,6.35478
35587:396269,7.85573
35587:390521,7.06823
35587:369610,6.48352
35587:365748,7.3864
35587:364725,7.41886
35587:212338,5.50886
35587:117571,7.99726
35587:90605,7.1522
35582:3079380,7.53846
35582:2820852,7.53846
35582:2637276,7.53846
35582:2395427,7.53846
35582:2381249,7.53846
35582:1964418,7.53846
35582:1661199,7.53846
35582:1392190,7.53846
35582:478970,7.53846
35559:2044801,2.94541
35559:1661199,7.92308
35559:420294,10
35559:94625,8.31479
35541:1798684,6
35541:1392190,6
35541:369610,6
35520:3450650,7.34615
35520:3152624,7.34615
35520:2967224,7.34615
35520:2911666,8.46109
35520:2788710,8.4119
35520:2395427,7.34615
35520:2358925,7.34615
35520:2293640,7.34615
35520:2279373,7.34615
35520:2096673,7.34615
35520:1905041,7.19552
35520:1853728,7.16919
35520:470752,7.34615
35498:2908446,10
35498:1020072,10
35498:478970,10
35498:147800,10
35493:2980516,8.63234
35493:1714915,9.19931
35493:907657,8.74846
35493:816692,8.91164
35493:470752,7.61111
35488:2381249,6.69231
35488:2199571,6.69231
35488:1666287,7.62661
35485:3819668,7.82456
35485:3622592,7.82456
35485:3316960,7.42468
35485:3079380,7.82456
35485:3011894,8.2253
35485:2980516,8.10542
35485:2911666,8.60447
35485:2872718,8.46409
35485:2870756,8.41601
35485:2582802,8.74133
35485:2562232,8.99735
35485:2397535,8.07106
35485:2381249,7.82456
35485:2358891,8.9114
35485:2322441,7.82456
35485:2321549,7.67285
35485:2316411,8.58194
35485:2293640,7.82456
35485:2279373,7.82456
35485:2180411,8.62123
35485:2179136,7.83313
35485:2170593,8.57894
35485:2170439,7.20727
35485:2096673,7.82456
35485:2084970,8.02022
35485:2059171,7.38623
35485:2013293,9.0031
35485:1951265,8.03121
35485:1911658,7.81901
35485:1791528,8.14565
35485:1661199,7.82456
35485:1560747,8.77867
35485:1502712,7.82456
35485:1392190,7.82456
35485:1229238,7.58075
35485:1213663,8.37562
35485:1130884,9.01038
35485:1100089,8.03879
35485:1020072,7.94024
35485:787474,7.35088
35485:482571,8.81782
35485:478970,7.82456
35485:470752,7.82456
35485:469494,9.19427
35485:425112,9.00033
35485:396171,7.79997
35485:369610,7.82456
35485:365748,8.38466
35485:361748,9.05225
35485:317919,7.33835
35485:317705,7.60112
35485:247586,8.47458
35485:181689,8.39158
35485:121765,8.1804
35485:120755,7.81478
35485:118571,8.1885
35485:117060,7.58431
35485:114746,8.6831
35485:95497,8.22546
35485:92099,8.03667
35485:85959,8.39957
35485:79501,7.74761
35485:73486,8.94421
35485:73195,8.48352
35485:57012,9.19996
35485:53125,8.79562
35424:2980472,10
35424:2820852,10
35424:2096673,10
35424:1121096,10
35424:478970,10
35416:3713166,8.1
35416:2395427,8.1
35416:1340138,8.1
35410:3630276,7.72727
35410:3416742,7.74194
35410:3235888,10
35410:3045616,6
35410:2980516,8.2451
35410:2872718,8.19847
35410:2802144,6.75
35410:2752688,6.66667
35410:2562232,8.44444
35410:2261331,7.5
35410:2258858,7.41875
35410:1981107,7.56
35410:1951265,6.98519
35410:1865505,6
35410:1069238,8.70968
35410:470752,6
35410:432283,8.01471
35389:2872718,8.19847
35389:2820852,6
35389:2084970,8.44318
35389:816692,8.68058
35386:3316960,8.19005
35386:1255953,9.1195
35386:1100089,8.21492
35386:1065073,8.8461
35386:470752,9
35386:81398,9.26615
35386:68646,9.34778
35381:3442006,6.94016
35381:3316960,4.91291
35381:3278330,6.46429
35381:2980516,7.11434
35381:2713180,7.50137
35381:2562232,6.67306
35381:2305051,6.58551
35381:2179136,6.9144
35381:1809398,6.71418
35381:1617661,6.46429
35381:1392190,6.46429
35381:1100089,6.81173
35381:1020072,7.3584
35381:337692,7.4093
35381:175880,7.97904
35381:120815,7.39307
35381:119643,6.90584
35381:103074,7.38294
35381:73195,6.45598
35352:3910602,7.63095
35352:3850214,7.63095
35352:3235888,7.28028
35352:2980592,8.36493
35352:2911666,9.0871
35352:2908446,7.63095
35352:2872732,8.39299
35352:2802144,7.08314
35352:2717822,6.42015
35352:2582802,8.71147
35352:2562232,8.62515
35352:2561572,7.63095
35352:2397535,8.29387
35352:2381941,7.63095
35352:2238050,6.49027
35352:2199571,7.63095
35352:2179136,8.76489
35352:2096672,6.21081
35352:2084970,9.09766
35352:1945084,7.63095
35352:1823672,7.63095
35352:1798684,7.63095
35352:1790864,6.39623
35352:1545660,6.78788
35352:1504320,10
35352:1398426,7.63095
35352:1270798,9.27707
35352:1155056,8.54591
35352:804461,6.87321
35352:450314,9.13805
35352:405325,8.98125
35352:372784,9.07449
35352:369610,7.63095
35352:365907,6.06736
35352:364569,9.15484
35352:147800,9.40321
35352:127723,9.17547
35352:118715,9.62127
35352:114709,9.38794
35352:103064,9.57649
35352:92005,9.14767
35352:91860,7.82413
35352:91647,7.63095
35352:88247,9.17625
35352:88117,7.599
35352:86250,9.72011
35352:83542,7.63095
35352:83190,7.79141
35352:82806,7.63095
35352:65207,9.01015
35347:2980516,8.06342
35347:2562232,8.05097
35347:2305051,7.67448
35346:2908446,9
35346:2820852,9
35346:2515034,9
35346:2381249,9
35346:2199571,9
35346:1841642,9
35339:2267998,6.68845
35339:1588173,6.20806
35339:343663,6.11111
35339:71315,6.15902
35338:2312890,7.14622
35338:2125653,6.14416
35338:454945,5.46339
35338:100150,7.20523
35332:3235888,10
35332:2112981,6
35332:1922777,6.83395
35332:1821549,7.94561
35332:1723811,7.1745
35332:1457767,7.85014
35332:1440292,7.82456
35332:1172570,7.66234
35332:371746,8.15517
35332:361748,8.38645
35332:117951,7.96183
35332:105236,8.39896
35332:78788,8.66667
35332:75314,8.2
35307:2908446,7.77778
35307:2820852,7.77778
35307:2395427,7.77778
35307:2381249,7.77778
35307:2126355,7.77778
35307:1661199,7.77778
35307:1392190,7.77778
35307:478970,7.77778
35185:3836958,6
35185:3678782,6
35185:2820852,6
35185:2562232,8.44444
35185:2372678,6.67857
35185:1528100,6.18301
35185:1029360,6
35185:892769,8.42667
35179:2395427,7.42857
35179:2184339,8.77443
35179:1922777,8.6751
35179:1288558,8.63926
35179:114898,6.96566
35179:105665,6.84248
35179:103064,7.47951
35125:2381249,6
35125:1841642,6
35125:1259521,6.31373
35087:2802144,7.08199
35087:2245084,8.33605
35087:1754257,7.98548
35087:1617661,7.5122
35087:975645,7.53434
35087:455760,5.60507
35087:376105,6.81084
35058:1130884,8.42339
35058:469494,8.51389
35058:266697,8.4
35049:2980516,7.01694
35049:2582846,6.99109
35049:2310332,6.97512
35049:2084970,7.04671
35049:1392190,7.05556
35049:1109624,7.02556
35034:2182121,4
35034:430304,4.75
35034:278488,7
35033:2800240,7.94118
35033:1981115,7.49096
35033:1631867,7.93657
35033:470752,6
35030:3042408,10
35030:2404461,8.45872
35030:2404425,8.75
35030:2333598,7.16655
35030:221027,8.03141
35030:190590,9.52574
35030:189584,8.75
35030:119488,9.46091
35030:54698,9.1106
35018:3450650,6.73427
35018:3152624,6.73427
35018:2978462,7.09512
35018:2908446,6.73427
35018:2848292,6.73427
35018:2820852,6.73427
35018:2802144,5.18944
35018:2679042,6.73427
35018:2637276,6.73427
35018:2446042,7.58778
35018:2436386,6.73427
35018:2404425,6.73427
35018:2395427,6.73427
35018:2381941,6.73427
35018:2381249,6.73427
35018:2293640,6.73427
35018:2223990,8.37858
35018:2179136,7.74181
35018:2126355,6.73427
35018:2120120,6.73427
35018:1972779,7.05491
35018:1964418,6.73427
35018:1823672,6.73427
35018:1674771,6.73427
35018:1655441,6.73427
35018:1638355,6.73427
35018:1617661,6.73427
35018:1502712,6.73427
35018:1340138,6.73427
35018:1204975,7.39409
35018:1114740,4.97759
35018:1065073,8.22523
35018:1055369,7.98323
35018:830515,6.93781
35018:480249,7.28177
35018:478970,6.73427
35018:465502,6.23422
35018:463985,5.71981
35018:448157,6.83129
35018:435705,6.81139
35018:413300,6.54902
35018:376994,6.39643
35018:369610,6.73427
35018:360486,6.88942
35018:356910,7.03488
35018:343818,7.31847
35018:322259,6.39762
35018:317919,5.89686
35018:316654,6.37958
35018:242653,6.05508
35018:232500,6.57904
35018:119567,7.32375
35018:117060,6.34958
35003:2872718,5.75906
35003:2562232,6.98621
35003:2381941,6.81579
35003:2305051,6.55617
35003:2262227,5.92615
35003:2096672,5.10756
35003:2084970,6.20721
35003:1850397,7.36592
35003:1600196,6.54195
35003:1415283,6.67025
35003:1371150,5.7848
35003:1219289,6.73871
35003:1049413,7.14765
35003:816692,6.27066
35003:770828,6.37296
35003:449059,6.84148
35003:424095,6.06819
35003:365748,5.31529
35003:314331,8.23484
35003:181875,7.50406
35003:120646,7.51416
35003:108550,7.95964
35003:83284,6.14403
34953:2582802,8.9181
34953:2562232,8.44444
34953:2194499,7.91003
34953:2125608,8.45596
34946:4192740,6.84375
34946:3416742,7.53495
34946:2639344,6.68162
34946:2614684,8.00593
34946:2096673,6.84375
34946:1708135,6.84375
34946:1216491,6.79257
34946:1157605,6.77359
34946:1121096,7.61137
34895:2784678,7.34843
34895:2262227,7.38654
34895:2235108,7.09333
34895:2180411,6.79386
34895:1398426,6.19718
34895:1321509,5.6426
34895:1195478,6.90215
34895:1152836,5.80653
34895:1046997,6.47595
34895:494652,6.72959
34895:490196,6.19718
34895:482582,6.19718
34895:468569,6.88717
34895:455590,6.94077
34895:382561,6.19718
34895:325537,6.73195
34895:297037,6.19689
34895:271668,5.82611
34895:266697,7.18123
34895:265087,5.94897
34895:264464,6.6213
34895:119905,6.19718
34895:118750,6.66391
34895:117891,8
34895:110912,7.18587
34895:110357,6.16048
34895:103783,6.75044
34881:2562232,8.93756
34881:2473794,9
34881:2084970,8.93515
34881:1981107,9
34881:1791528,9
34881:1617661,8.8
34872:1790864,7.23627
34872:369339,7.78571
34872:120382,8.42
34851:3079380,7.66667
34851:2980516,7.92034
34851:2820852,7.66667
34851:2802144,7.87954
34851:2278388,7.86381
34851:2126355,7.66667
34851:1964418,7.66667
34851:1661382,7.74038
34851:1392190,7.66667
34851:1065073,7.60684
34851:455944,7.55914
34851:369610,7.66667
34850:4257858,6.89394
34850:3713166,6.89394
34850:3339674,7.53072
34850:3321428,6.89394
34850:3314376,6.89394
34850:3247714,6.89394
34850:3235888,7.19739
34850:3203616,6.89394
34850:3152624,6.89394
34850:3104930,6.89394
34850:3101132,6.89394
34850:3011894,7.2353
34850:3007512,5.74833
34850:2980472,6.89394
34850:2967008,7.19739
34850:2918436,6.89394
34850:2911668,6.89394
34850:2883434,7.12246
34850:2820852,6.89394
34850:2802144,6.18761
34850:2753778,6.89394
34850:2717822,5.71905
34850:2637294,6.89394
34850:2515030,6.56796
34850:2446042,6.48326
34850:2404425,6.89394
34850:2402101,6.89394
34850:2398249,6.02358
34850:2395427,6.89394
34850:2382298,7.90018
34850:2339741,5.59114
34850:2245084,6.19488
34850:2238470,6.89394
34850:2199571,6.89394
34850:2179136,7.52136
34850:2170593,7.94895
34850:2139555,6.89394
34850:2126355,6.89394
34850:2097298,6.89394
34850:2027091,6.89394
34850:1850397,6.98799
34850:1791682,7.62359
34850:1788391,7.02313
34850:1772288,6.89394
34850:1731701,6.89394
34850:1725986,6.89394
34850:1714843,9
34850:1666801,6.89394
34850:1535108,6.05456
34850:1392190,6.89394
34850:1340138,6.89394
34850:1226236,6.17476
34850:1204977,5.69349
34850:963794,7.28689
34850:903657,6.89394
34850:840361,7.20643
34850:816692,7.28049
34850:478970,6.89394
34850:470752,6.89394
34850:458525,7.20653
34850:443706,7.45228
34850:443680,7.74995
34850:370263,7.85587
34850:369610,6.89394
34850:330793,7.02697
34850:303816,8.08278
34850:196229,8.36361
34850:119668,5.9854
34850:119567,6.19231
34850:119488,7.86047
34850:105236,7.98654
34850:103064,7.78416
34850:102138,7.62047
34850:100802,7.9466
34850:99685,7.85415
34850:95583,6.712
34850:94812,6.35222
34850:94226,7.89742
34850:88247,7.43119
34850:87332,6.94607
34850:86567,6.50928
34840:3316960,6.40739
34840:2872732,6.61178
34840:2562232,6.58243
34840:2024544,6.56059
34840:1924396,6.55174
34840:1683526,6.89297
34840:1655420,7.39948
34840:914798,6.63377
34840:53291,7.17873
34840:47437,6.55048
34840:45810,6.8262
34806:2980592,7.334
34806:2872718,7.32589
34806:2802144,6.69268
34806:2713180,7.4176
34806:2446042,7.3721
34806:2267998,7.04126
34806:2058107,7.09794
34806:1972571,6.77189
34806:1872194,7.38734
34806:1631867,7.27478
34806:1424432,6.97396
34806:816692,6.99712
34806:455944,7.28385
34806:365907,7.37196
34799:2870648,7.91304
34799:2582802,9.05256
34799:2395427,7.91304
34799:2096673,7.91304
34799:1823672,7.91304
34799:1392190,7.91304
34799:369610,7.91304
34794:2180411,6.53285
34794:2084970,8.44318
34794:395972,7.73333
34770:2911666,5.15025
34770:2908446,5.2
34770:2870612,3.71662
34770:2820852,5.2
34770:2802144,6
34770:2562232,4.62269
34770:2481496,6
34770:2395427,5.2
34770:2326612,4.27945
34770:2300975,3.85986
34770:2262227,3.88204
34770:2179136,4.63135
34770:2170439,4.81553
34770:1972571,4.6209
34770:1649443,6
34770:1121096,2.30915
34768:2908446,7.42857
34768:2820852,7.42857
34768:2802144,7.20204
34768:2493486,7.42857
34768:2446042,7.13911
34768:2395427,7.42857
34768:2199571,7.42857
34768:2179136,7.08524
34768:2126355,7.42857
34768:1638355,7.42857
34768:1392190,7.42857
34768:1340138,7.42857
34768:478970,7.42857
34768:369610,7.42857
34695:3442006,7.58059
34695:1100089,7.04677
34695:315733,7.1984
34695:253474,9.34465
34695:172493,8.51748
34692:3622120,6
34692:3433074,4.16667
34692:3297330,6
34692:2980516,8.2451
34692:2872718,8.19847
34692:2802144,6.75
34692:2769184,3.33333
34692:2113681,6.66667
34692:2084970,8.44318
34692:1272878,7.02609
34692:1109624,7.57447
34679:2179136,7.57538
34679:2096673,7.75
34679:892318,8
34679:104257,8
34662:2802144,6.75
34662:2357377,7
34662:407887,8.81879
34658:3235888,10
34658:1531924,6
34658:470752,6
34645:4791174,7.33784
34645:4293752,7.33784
34645:4044364,6.75487
34645:3346224,7.33784
34645:3235888,7.63269
34645:3195644,7.33784
34645:3181822,7.33784
34645:3152624,7.33784
34645:3079380,7.33784
34645:3007512,7.24126
34645:2980516,7.87619
34645:2980472,7.33784
34645:2820852,7.33784
34645:2802144,7.41285
34645:2799166,7.66569
34645:2692250,6.03269
34645:2652092,7.37153
34645:2637276,7.33784
34645:2446042,7.7252
34645:2436386,7.33784
34645:2395427,7.33784
34645:2381941,7.33784
34645:2381249,7.33784
34645:2361700,7.33784
34645:2310332,8.23405
34645:2305051,7.17938
34645:2261331,7.85852
34645:2126355,7.33784
34645:1877832,7.80494
34645:1850397,7.41544
34645:1772288,7.33784
34645:1723811,8.35693
34645:1674771,7.33784
34645:1528100,7.64504
34645:1392190,7.33784
34645:1340138,7.33784
34645:1029360,7.33784
34645:1020072,6.67984
34645:884732,7.38637
34645:816692,7.87142
34645:369610,7.33784
34645:274812,7.71846
34643:3235888,8
34643:2872732,8.78595
34643:2872718,8.91893
34643:2820852,9.2
34643:2802144,8
34643:2713180,8.67847
34643:2582802,8.82509
34643:2278388,8.78874
34643:2267998,8.75757
34643:2261331,8
34643:2179136,8.81858
34643:2170439,8.91988
34643:2015381,8.7177
34643:1979320,8.87355
34643:1964418,9.2
34643:1905041,8.82936
34643:1843866,8.65014
34643:1823672,9.2
34643:1758830,8.92062
34643:1723121,8.7638
34643:1596343,8.89297
34643:1392190,9.2
34643:1234721,8.62731
34643:1013752,8.77863
34643:985694,9.18383
34643:829150,8.65559
34643:816692,8.75705
34643:790636,8.8953
34643:463985,9.04066
34643:369610,9.2
34643:322259,8.92473
34643:232500,8.86891
34643:120616,8.97143
34643:118880,9.22458
34643:118715,9.17047
34643:99871,8.84702
34643:71360,9.08907
34611:2883512,8.40308
34611:2474024,9
34611:2096673,9
34598:2281587,6.67213
34598:2278388,8.22813
34598:2241471,3.5
34598:2109248,6.36732
34598:2044801,4.2
34598:2015381,8.33997
34598:2002718,5.96364
34598:1985966,6.61458
34598:1928330,4.77778
34598:1905041,7.57004
34598:1877832,8.35389
34598:1872181,7.33277
34598:1853728,8.57676
34598:1843866,8.04585
34598:1821694,7.07143
34598:1815862,5.39435
34598:1772264,7.04348
34598:1764651,6.61988
34598:1662293,4.21739
34598:1617661,6
34598:1611224,6.025
34598:1606378,5.33553
34598:1596343,7.85714
34598:1583421,6.15039
34598:1562899,3.5
34598:1535108,6.94838
34598:1517489,5.83333
34598:1509767,5.08333
34598:1430132,6.86566
34598:1411250,6.26471
34598:1375666,8.99036
34598:1365598,6
34598:1345836,8.63025
34598:1320253,6.35227
34598:1297919,6.23529
34598:1276104,7.4357
34598:1268799,6.87879
34598:1253864,6.46774
34598:1245526,7.33908
34598:1219342,6.95833
34598:1204342,7.30303
34598:1170358,8.14387
34598:1142977,7.20253
34598:1136608,8.04965
34598:1085779,6.19048
34598:1077368,6.38562
34598:1077258,7.56522
34598:1075747,5
34598:1028528,7.22857
34598:1014759,6.8169
34598:1013752,7.5
34598:986263,6.71739
34598:978764,6.15686
34598:955308,7.15556
34598:948470,7.30449
34598:903624,7.86893
34598:873886,6.61538
34598:848537,6.72982
34598:844471,7.37209
34598:829150,6.3375
34598:808151,7.33766
34598:800320,6.51064
34598:770828,7.68483
34598:493464,7.42623
34598:486655,8.04444
34598:482571,8.82759
34598:481536,6.09091
34598:480255,7.31579
34598:468569,9.27545
34598:463985,6.54098
34598:458481,6.78445
34598:455944,7.51026
34598:443272,7.50997
34598:424345,8.15385
34598:416449,8.21769
34598:409904,7.25
34598:409459,7.87755
34598:408236,8.04054
34598:403358,9
34598:401792,8.12121
34598:385752,6.11111
34598:382625,7.31746
34598:378194,8.22989
34598:376994,6.91919
34598:372784,8.53801
34598:367594,7.07692
34598:366551,7.55556
34598:364970,5.09524
34598:363547,7.42857
34598:361748,8.38645
34598:360717,8.01961
34598:337978,7.30769
34598:319061,8.41509
34598:305357,5.68421
34598:296572,7.29032
34598:295701,7.13043
34598:290334,7.65854
34598:266697,8.4
34598:261392,7
34598:232500,7.73134
34598:217869,7.43548
34598:209144,8.60656
34598:167261,9.02857
34598:167260,9.2638
34598:163025,6.1875
34598:162661,7.65957
34598:134847,7.35714
34598:133152,6.46875
34598:131646,6.5
34598:121164,7.41379
34598:120903,7.57143
34598:120815,9.07143
34598:120737,8.81768
34598:120684,8.5
34598:120655,7.64516
34598:120201,7.67442
34598:119567,7.025
34598:119396,7.61538
34598:118842,7.28571
34598:118636,7.1
34598:117438,6.76471
34598:116996,6.86364
34598:116629,7.78378
34598:116365,7.74074
34598:113749,7.875
34598:112384,7.86567
34598:111301,5.33333
34598:110912,8.82315
34598:109445,7.6383
34598:107290,8.67669
34598:105236,8.39896
34598:103873,8.25
34598:103776,7.27083
34598:99810,7.87179
34598:99487,8.22727
34598:96895,7.82456
34598:94721,8.05
34598:94612,3
34598:91064,7.73913
34598:90196,5.5
